Root	root
EsCo_118	Escherichia coli M863
EsCo_128	Escherichia coli O104:H4 str. 01-09591
StrFu	Streptomyces fungicidicus
EsCo_150	Escherichia coli PCN033
EsCo_162	Escherichia coli TA007
AmMd_1	Amycolatopsis mediterranei S699
CapCa	Capnocytophaga canimorsus Cc5
StSa_2	Streptococcus salivarius 57.I
BiAr	Bizionia argentinensis JUB59
EsCo_113	Escherichia coli H263
BiAni_5	Bifidobacterium animalis subsp. lactis BB-12
EsCo_112	Escherichia coli H252
BiBr_1	Bifidobacterium breve ACS-071-V-Sch8b
PrAc_77	[Propionibacterium] namnetense SK182B-JCVI
EsCo_114	Escherichia coli H489
LaCa_4	Lacticaseibacillus casei BD-II
ErBa_3	Erysipelotrichaceae bacterium 2_2_44A
MyBo_7	Mycobacterium tuberculosis variant bovis BCG str. Moreau RDJ
EsCo_147	Escherichia coli AA86
RoHo	Roseburia hominis A2-183
MiMi_HF4000_5	uncultured marine crenarchaeote HF4000_APKG9M20
MiMi_HF4000_2	uncultured marine crenarchaeote HF4000_APKG10D8
EsFe_2	Escherichia fergusonii B253
BiLo_12	Bifidobacterium longum subsp. longum F8
MiMi_HF4000_3	uncultured marine crenarchaeote HF4000_APKG3J11
MiMi_HF4000_4	uncultured marine crenarchaeote HF4000_APKG6N3
CyMa	Cyclobacterium marinum DSM 745
MiMi_HF4000_1	uncultured marine crenarchaeote HF4000_ANIW137N13
StAu_90	Staphylococcus aureus subsp. aureus LGA251
EsCo_106	Escherichia coli E482
MiMi_HF4000_8	uncultured marine microorganism HF4000_APKG10H12
LaAm_2	Lactobacillus amylovorus GRL1118
LiSe_1	Listeria seeligeri FSL S4-171
LiSe_2	Listeria seeligeri FSL N1-067
LiIn_2	Listeria innocua FSL J1-023
LiIn_1	Listeria innocua FSL S4-378
LiMo_28	Listeria monocytogenes FSL F2-208
PreOu	Segatella oulorum F0390
LaHe_4	Lactobacillus helveticus H10
StTh_5	Streptococcus thermophilus ND03
BlDiBa	blood disease bacterium R229
EnAs	Enterobacter asburiae LF7a
PrAc_47	Cutibacterium acnes HL059PA1
PrAc_22	Cutibacterium acnes HL025PA2
EnFa_38	Enterococcus faecalis OG1RF
PrAc_21	Cutibacterium acnes HL025PA1
PrAc_60	Cutibacterium acnes HL083PA2
XyFa_8	Xylella fastidiosa subsp. fastidiosa GB514
StAu_80	Staphylococcus aureus subsp. aureus 21269
PrAc_39	Cutibacterium acnes HL046PA2
BuPrBa	butyrate-producing bacterium SS3/4
PrAc_38	Cutibacterium acnes HL046PA1
StAu_79	Staphylococcus aureus subsp. aureus 21266
PrAc_61	Cutibacterium acnes HL086PA1
StAu_78	Staphylococcus aureus subsp. aureus 21259
PrAc_48	Cutibacterium acnes HL059PA2
PrAc_16	Cutibacterium acnes HL005PA4
BuPrBa_1	butyrate-producing bacterium SSC/2
PrAc_15	Cutibacterium acnes HL005PA3
PrAc_14	Cutibacterium acnes HL005PA2
PrAc_13	Cutibacterium acnes HL005PA1
PrAc_25	Cutibacterium acnes HL030PA1
StAu_77	Staphylococcus aureus subsp. aureus 21235
PrAc_43	Cutibacterium acnes HL050PA3
PrAc_42	Cutibacterium acnes HL050PA2
PrAc_41	Cutibacterium acnes HL050PA1
PrAc_27	Cutibacterium acnes HL036PA1
PrAc_28	Cutibacterium acnes HL036PA2
PrAc_26	Cutibacterium acnes HL030PA2
PrAc_9	Cutibacterium acnes HL001PA1
PrAc_52	Cutibacterium acnes HL067PA1
StAu_83	Staphylococcus aureus subsp. aureus 21318
PrAc_23	Cutibacterium acnes HL027PA1
PrAc_29	Cutibacterium acnes HL036PA3
PrAc_36	Cutibacterium modestum HL044PA1
StAu_82	Staphylococcus aureus subsp. aureus 21310
BaAn_20	Bacillus amyloliquefaciens XH7
PrAc_51	Cutibacterium acnes HL063PA2
StAu_81	Staphylococcus aureus subsp. aureus 21305
PrAc_10	Cutibacterium acnes HL002PA1
PrAc_24	Cutibacterium acnes HL027PA2
PrAc_50	Cutibacterium acnes HL063PA1
PrAc_17	Cutibacterium acnes HL007PA1
PrAc_46	Cutibacterium acnes HL056PA1
PrAc_11	Cutibacterium acnes HL002PA2
PrAc_12	Cutibacterium acnes HL002PA3
PrAc_67	Cutibacterium acnes HL096PA3
PrAc_66	Cutibacterium acnes HL096PA2
PrAc_71	Cutibacterium acnes HL103PA1
PrAc_69	Cutibacterium acnes HL099PA1
PrAc_20	Cutibacterium acnes HL020PA1
PrAc_68	Cutibacterium acnes HL097PA1
PrAc_45	Cutibacterium acnes HL053PA2
PrAc_44	Cutibacterium acnes HL053PA1
BuSp_7	Burkholderia sp. TJI49
PrAc_18	Cutibacterium acnes HL013PA1
PrAc_37	Cutibacterium acnes HL045PA1
PrAc_56	Cutibacterium acnes HL078PA1
PrAc_19	Cutibacterium acnes HL013PA2
PrAc_34	Cutibacterium acnes HL043PA1
PrAc_35	Cutibacterium acnes HL043PA2
PrAc_53	Cutibacterium acnes HL072PA1
PrAc_54	Cutibacterium acnes HL072PA2
PrAc_55	Cutibacterium acnes HL074PA1
YePe_25	Yersinia pestis D182038
PrAc_72	Cutibacterium acnes HL110PA1
StAu_74	Staphylococcus aureus subsp. aureus 21195
PrAc_73	Cutibacterium acnes HL110PA2
StAu_76	Staphylococcus aureus subsp. aureus 21201
PrAc_74	Cutibacterium acnes HL110PA3
StAu_75	Staphylococcus aureus subsp. aureus 21200
PrAc_75	Cutibacterium acnes HL110PA4
StAu_72	Staphylococcus aureus subsp. aureus 21189
PrAc_62	Cutibacterium acnes HL087PA1
YePe_24	Yersinia pestis D106004
PrAc_63	Cutibacterium acnes HL087PA2
PrAc_64	Cutibacterium acnes HL087PA3
StAu_73	Staphylococcus aureus subsp. aureus 21193
PrAc_49	Cutibacterium acnes HL060PA1
SpoNe	Sporosarcina newyorkensis 2681
PrAc_33	Cutibacterium acnes HL038PA1
PrAc_65	Cutibacterium acnes HL092PA1
StAu_71	Staphylococcus aureus subsp. aureus 21172
PrAc_59	Cutibacterium acnes HL083PA1
StaPs_1	Staphylococcus pseudintermedius ED99
EsCo_130	Escherichia coli O104:H4 str. LB226692
MiMi_HF4000_6	uncultured marine microorganism HF4000_141F21
MiMi_HF4000_7	uncultured marine microorganism HF4000_141I21
PrAc_32	Cutibacterium modestum HL037PA3
PrAc_58	Cutibacterium acnes HL082PA2
PrAc_57	Cutibacterium acnes HL082PA1
AgTu_2	Agrobacterium tumefaciens F2
PrAc_31	Cutibacterium modestum HL037PA2
PrAc_30	Cutibacterium acnes HL037PA1
StAg_10	Streptococcus agalactiae FSL S3-026
EnRi	endosymbiont of Riftia pachyptila (vent Ph05)
CaJe_19	Campylobacter jejuni subsp. jejuni 327
PaMu_4	Pasteurella multocida subsp. multocida str. Anand1_goat
CaJe_18	Campylobacter jejuni subsp. jejuni DFVF1099
CaJe_20	Campylobacter jejuni subsp. jejuni 305
RaSy	Ralstonia syzygii R24
StLu_2	Staphylococcus lugdunensis N920143
PaMu_3	Pasteurella multocida subsp. gallicida str. Anand1_poultry
StSan_3	Streptococcus sanguinis ATCC 29667
PreNi	Prevotella nigrescens ATCC 33563
BilSp	Bilophila sp. 4_1_30
PrePa	Prevotella pallens ATCC 700821
PsPu_6	Pseudomonas putida BIRD-1
PhoLa	Phormidium laminosum
MyTu_42	Mycobacterium tuberculosis W-148
SaEn_59	Salmonella enterica subsp. enterica serovar Montevideo str. 315731156
SaEn_58	Salmonella enterica subsp. enterica serovar Montevideo str. 2009085258
SaEn_84	Salmonella enterica subsp. enterica serovar Montevideo str. MB101509-0077
SaEn_73	Salmonella enterica subsp. enterica serovar Montevideo str. 556152
AciCa_1	Acinetobacter pittii PHEA-2
SaEn_57	Salmonella enterica subsp. enterica serovar Montevideo str. 2009083312
SaEn_87	Salmonella enterica subsp. enterica serovar Montevideo str. MB111609-0052
SaEn_86	Salmonella enterica subsp. enterica serovar Montevideo str. MB110209-0055
SaEn_85	Salmonella enterica subsp. enterica serovar Montevideo str. MB102109-0047
ShBa_8	Shewanella baltica OS117
StrSp_3	Streptomyces sp. SirexAA-E
ViTu	Vibrio tubiashii ATCC 19109
EsCo_116	Escherichia coli LF82
NaPs	Narcissus pseudonarcissus
ViSp_3	Vibrio splendidus ATCC 33789
StPn_44	Streptococcus pneumoniae GA47368
TrNi	Trichoplusia ni
LaSal_6	Ligilactobacillus salivarius NIAS840
StPn_45	Streptococcus pneumoniae GA47901
ArNa	Arsenophonus nasoniae
BaMy_4	Priestia megaterium WSH-002
PrSt_1	Providencia stuartii
TrPa_5	Treponema pallidum subsp. pallidum str. Chicago
PsAe_14	Pseudomonas aeruginosa NCMG1179
PrAc_8	Cutibacterium acnes 6609
LaSal_4	Ligilactobacillus salivarius CECT 5713
OlCa_1	Afipia carboxidovorans OM4
RaSo_8	Ralstonia solanacearum Po82
StSa_3	Streptococcus salivarius JIM8777
BaAm_6	Bacillus amyloliquefaciens LL3
SaEn_92	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S
HarSp	Halorubrum sp. TP009
BaMa	Halobacteriovorax marinus SJ
CaArt_1	Candidatus Arthromitus sp. SFB-mouse-Japan
LaCa_5	Lacticaseibacillus casei LC2W
NC10	Candidatus Methylomirabilis oxygeniifera
RiAn_1	Riemerella anatipestifer RA-YM
StSa_4	Streptococcus salivarius M18
HaIn_21	Haemophilus influenzae 10810
MyTu_37	Mycobacterium tuberculosis CCDC5079
HaPar_1	Haemophilus parainfluenzae T3T1
MyTu_38	Mycobacterium tuberculosis CCDC5180
BaFr_4	Bacteroides fragilis 638R
StAu_70	Staphylococcus aureus O46
StAu_69	Staphylococcus aureus O11
MyTu_39	Mycobacterium tuberculosis CDC1551A
KlPn_5	Klebsiella pneumoniae KCTC 2242
EnTe	endosymbiont of Tevnia jerichonana (vent Tica)
StEp_11	Staphylococcus epidermidis VCU045
ArBu_2	Aliarcobacter butzleri ED-1
RuTW	Ruegeria conchae
StEp_12	Staphylococcus epidermidis VCU105
StEp_13	Staphylococcus epidermidis VCU109
OrnSp	Ornithinibacillus scapharcae TW25
StEp_14	Staphylococcus capitis VCU116
ActSp175	Actinomyces sp. oral taxon 175 str. F0384
StWa_1	Staphylococcus warneri VCU121
LaOr_1	Limosilactobacillus oris F0423
KiSe	Kitasatospora setae KM-6054
StEp_15	Staphylococcus epidermidis VCU144
AcBa_16	Acinetobacter baumannii AB210
EsCo_115	Escherichia coli IHE3034
LaLa_8	Lactococcus lactis subsp. lactis CV56
EsCo_170	Escherichia coli XH140A
SiMel_5	Sinorhizobium meliloti SM11
LaLa_7	Lactococcus cremoris subsp. cremoris NZ9000
SaEn_88	Salmonella enterica subsp. enterica serovar Montevideo str. MD_MDA09249507
MyTu_40	Mycobacterium tuberculosis CTRI-2
BaXy_1	Bacteroides xylanisolvens XB1A
GoPa	Gordonibacter pamelaeae 7-10-1-b
EntSp	Enterococcus sp. 7L76
PrCC003	Propionibacterium sp. CC003-HC2
StDy_4	Streptococcus dysgalactiae subsp. equisimilis SK1250
SaEn_99	Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1
StOr_2	Streptococcus oralis SK255
SuIs_9	Sulfolobus islandicus REY15A
YeEn_2	Yersinia enterocolitica subsp. palearctica Y11
StMi_9	Streptococcus mitis SK1073
StMi_10	Streptococcus mitis SK1080
SphSYK6	Sphingobium sp. SYK-6
YeEn_3	Yersinia enterocolitica W22703
EsCo_165	Escherichia coli UM146
MaAd	Marinobacter adhaerens HP15
XaCa_7	Xanthomonas campestris pv. raphani 756C
BuFi	Butyrivibrio fibrisolvens 16/4
FaPr_5	Faecalibacterium prausnitzii SL3/3
RuOb_1	Blautia obeum A2-162
RoIn_2	Roseburia intestinalis M50/1
RuTo_1	[Ruminococcus] torques L2-14
EsCo_152	Escherichia coli SE15
RhRu_2	Rhodospirillum rubrum F11
LiMo_31	Listeria monocytogenes M7
ErAm_3	Erwinia amylovora ATCC BAA-2158
CuPu	Curvibacter putative symbiont of Hydra magnipapillata
EsCo_142	Escherichia coli OK1180
EsCo_143	Escherichia coli OK1357
EsCo_151	Escherichia coli RN587/1
SaEn_63	Salmonella enterica subsp. enterica serovar Montevideo str. 414877
SaEn_61	Salmonella enterica subsp. enterica serovar Montevideo str. 366867
SaEn_62	Salmonella enterica subsp. enterica serovar Montevideo str. 413180
SaEn_64	Salmonella enterica subsp. enterica serovar Montevideo str. 446600
EsCo_164	Escherichia coli TX1999
SaEn_74	Salmonella enterica subsp. enterica serovar Montevideo str. 609458-1
SaEn_72	Salmonella enterica subsp. enterica serovar Montevideo str. 556150-1
StAu_89	Staphylococcus aureus subsp. aureus JKD6159
PrHu	Cutibacterium modestum P08
EsCo_117	Escherichia coli LT-68
EsCo_104	Escherichia coli E128010
EsCo_108	Escherichia coli EPECa14
EsCo_146	Escherichia coli 3431
BaAm_3	Bacillus amyloliquefaciens TA208
SuIs_8	Sulfolobus islandicus HVE10/4
RhEt_9	Rhizobium etli CNPAF512
ClTh_4	Acetivibrio thermocellus DSM 1313
StEp_10	Staphylococcus epidermidis VCU037
HaAr	halophilic archaeon DL31
StEp_9	Staphylococcus epidermidis VCU028
EsFe_1	Escherichia fergusonii ECD227
ParSp	Paracoccus sp. TRP
XaAx_1	Xanthomonas euvesicatoria pv. citrumelo F1
HaWa_2	Haloquadratum walsbyi C23
EsCo_125	Escherichia coli MS 79-10
ShFl_8	Shigella flexneri 4343-70
ShFl_6	Shigella flexneri 2747-71
Vi_6	Vibrio sp. N418
ShFl_7	Shigella flexneri 2930-71
ShFl_16	Shigella flexneri K-671
ShFl_14	Shigella flexneri K-272
ShFl_15	Shigella flexneri K-304
ShFl_17	Shigella flexneri VA-6
ShFl_12	Shigella flexneri K-218
ShFl_13	Shigella flexneri K-227
SaEn_51	Salmonella enterica subsp. enterica serovar Choleraesuis str. SCSA50
StrCa	Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488
AcBa_21	Acinetobacter baumannii TCDC-AB0715
EsCo_141	Escherichia coli 042
ShSo_1	Shigella sonnei 53G
SaEn_95	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344
ShBo_4	Shigella boydii 3594-74
ShDy_4	Shigella dysenteriae 155-74
ShBo_5	Shigella boydii 5216-82
LiMo_29	Listeria monocytogenes J1-220
CrSa_1	Cronobacter sakazakii E899
ShBo_6	Shigella boydii ATCC 9905
PaAa_2	Pantoea ananatis AJ13355
TrDe_1	Treponema denticola F0402
MyAv_6	Mycobacterium avium subsp. paratuberculosis S397
UnNu	uncultured nuHF2 cluster bacterium HF0500_31B05
PyFum	Pyrolobus fumarii 1A
UnVe	uncultured verrucomicrobium HF0500_27H16
StAg_9	Streptococcus agalactiae ATCC 13813
BaSu_13	Bacillus subtilis subsp. natto BEST195
PsSy_25	Pseudomonas savastanoi pv. glycinea str. race 4
PsSy_24	Pseudomonas savastanoi pv. glycinea str. B076
CoPsu_5	Corynebacterium pseudotuberculosis C231
StrCr	Streptococcus criceti HS-6
StSan_5	Streptococcus sanguinis SK1056
StSan_6	Streptococcus sanguinis SK1057
StSan_7	Streptococcus sanguinis SK1058
StSan_8	Streptococcus sanguinis SK1059
StSan_16	Streptococcus sanguinis SK355
StSan_17	Streptococcus sanguinis SK405
StSan_18	Streptococcus sanguinis SK408
StSan_20	Streptococcus sanguinis SK678
StSan_9	Streptococcus sanguinis SK1087
XyFa_9	Xylella fastidiosa EB92.1
PeAt_1	Pectobacterium atrosepticum
WaCh_1	Waddlia chondrophila 2032/99
StSan_4	Streptococcus sanguinis SK1 = NCTC 7863
EsCo_133	Escherichia coli O157:H7 str. 1044
EsCo_134	Escherichia coli O157:H7 str. 1125
CaArt_3	Candidatus Arthromitus sp. SFB-mouse-NYU
StrIn_4	Streptococcus infantis X
ViIc	Vibrio ichthyoenteri ATCC 700023
ViSc	Vibrio scophthalmi LMG 19158
StSan_13	Streptococcus sanguinis SK330
StSan_12	Streptococcus sanguinis SK160
StSan_15	Streptococcus sanguinis SK353
StSan_14	Streptococcus sanguinis SK340
PrAc_76	Cutibacterium acnes SK182
StSan_21	Streptococcus sanguinis SK72
StSan_19	Streptococcus sanguinis SK49
StSan_11	Streptococcus sanguinis SK150
StSan_10	Streptococcus sanguinis SK115
EsCo_126	Escherichia coli MS 85-1
StrIc	Streptococcus ictaluri 707-05
StrMa	Streptococcus macacae NCTC 11558
ShDy_5	Shigella dysenteriae CDC 74-1112
CaArt_2	Candidatus Arthromitus sp. SFB-mouse-Yit
StUr	Streptococcus urinalis 2285-97
CoUl_1	Corynebacterium ulcerans 809
CaJe_17	Campylobacter jejuni subsp. jejuni IA3902
EsCo_135	Escherichia coli O157:H7 str. EC1212
StSu_10	Streptococcus suis JS14
LaPe_1	Lactiplantibacillus pentosus MP-10
RaSo_7	Ralstonia solanacearum CMR15
StPn_47	Streptococcus pneumoniae INV200
StAu_68	Staphylococcus aureus 04-02981
MyCol	Mycobacterium colombiense CECT 3035
LaSal_5	Ligilactobacillus salivarius GJ-24
SaEn_78	Salmonella enterica subsp. enterica serovar Montevideo str. IA_2009159199
SaEn_80	Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008283
LaHe_5	Lactobacillus helveticus MTCC 5463
SaEn_79	Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008282
SaEn_82	Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008285
PsAe_13	Pseudomonas aeruginosa M18
SaEn_81	Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008284
SaEn_83	Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008287
BiBr_2	Bifidobacterium breve UCC2003
LaRh_5	Lacticaseibacillus rhamnosus MTCC 5462
EsCo_169	Escherichia coli XH001
BrMe_9	Brucella melitensis M5-90
StUb_1	Streptococcus uberis
LiAn	Vibrio anguillarum
CaArt	Candidatus Arthromitus sp. SFB-rat-Yit
BaFir	Cytobacillus firmus
SpiTh_1	Spirochaeta thermophila DSM 6578
StPn_48	Streptococcus pneumoniae OXC141
ClBo_21	Clostridium botulinum F str. 230613
BiAni_8	Bifidobacterium animalis subsp. lactis V9
LaSal_7	Fructilactobacillus sanfranciscensis TMW 1.1304
BaSc	Bartonella schoenbuchensis R1
EsCo_127	Escherichia coli NA114
YePe_23	Yersinia pestis biovar Medievalis str. Harbin 35
SaEn_56	Salmonella enterica subsp. enterica serovar Montevideo str. 19N
LaRu_2	Ligilactobacillus ruminis ATCC 27782
EsCo_101	Escherichia coli ABU 83972
LepMa_1	Plenodomus lingam JN3
WeTh	Weissella thailandensis fsh4-2
StPn_39	Streptococcus pneumoniae GA04375
PsAe_10	Pseudomonas aeruginosa HB13
PsAe_11	Pseudomonas aeruginosa HB15
BiLo_11	Bifidobacterium longum subsp. longum KACC 91563
DoMel	Drosophila melanica
StPn_40	Streptococcus pneumoniae GA17545
SerSp_2	Serratia sp. AS13
SaEn_98	Salmonella enterica subsp. enterica serovar Typhimurium str. TN061786
ViCh_42	Vibrio cholerae LMA3984-4
CoPsu_7	Corynebacterium pseudotuberculosis PAT10
ClAc_3	Clostridium acetobutylicum EA 2018
StPn_43	Streptococcus pneumoniae GA41317
StPn_42	Streptococcus pneumoniae GA41301
AnaTh	Anaerophaga thermohalophila DSM 12881
SaEn_60	Salmonella enterica subsp. enterica serovar Montevideo str. 315996572
MuRu	Allomuricauda ruestringensis DSM 13258
SaEn_65	Salmonella enterica subsp. enterica serovar Montevideo str. 495297-1
SaEn_66	Salmonella enterica subsp. enterica serovar Montevideo str. 495297-3
SaEn_67	Salmonella enterica subsp. enterica serovar Montevideo str. 495297-4
SaEn_69	Salmonella enterica subsp. enterica serovar Montevideo str. 515920-1
SaEn_70	Salmonella enterica subsp. enterica serovar Montevideo str. 515920-2
SaEn_71	Salmonella enterica subsp. enterica serovar Montevideo str. 531954
ViPa_8	Vibrio parahaemolyticus 10329
DeuSp	Desulfosporosinus sp. OT
StPn_41	Streptococcus pneumoniae GA17570
StPn_46	Streptococcus pneumoniae INV104
EsCo_161	Escherichia coli STEC_S1191
EsCo_160	Escherichia coli STEC_MHI813
EsCo_159	Escherichia coli STEC_H.I.8
BaTh_21	Bacillus thuringiensis serovar chinensis CT-43
ShFl_11	Shigella flexneri SFJ17B
EsCo_154	Escherichia coli STEC_94C
EsCo_153	Escherichia coli STEC_7v
EsCo_145	Escherichia coli 3030-1
EsCo_158	Escherichia coli STEC_EH250
EsCo_157	Escherichia coli STEC_DG131-3
EsCo_156	Escherichia coli STEC_C165-02
EsCo_155	Escherichia coli STEC_B2F1
PsSt_2	Stutzerimonas stutzeri DSM 4166
ViMi_5	Vibrio mimicus SX-4
BrMe_10	Brucella melitensis M28
ViCh_36	Vibrio cholerae HCUF01
ShFl_9	Shigella flexneri CDC 796-83
ViCh_34	Vibrio cholerae HC-49A2
DoFo_1	Dorea formicigenerans 4_6_53AFAA
CoPsu_2	Corynebacterium pseudotuberculosis 1002
EsCo_110	Escherichia coli G58-1
EsCo_144	Escherichia coli 2534-86
ClBo_22	Clostridium botulinum H04402 065
MoCa_6	Moraxella catarrhalis BC1
MoCa_3	Moraxella catarrhalis 12P80B1
MoCa_4	Moraxella catarrhalis 46P47B1
MoCa_2	Moraxella catarrhalis 103P14B1
ViCh_31	Vibrio cholerae HC-38A1
MoCa_5	Moraxella catarrhalis 7169
ViCh_33	Vibrio cholerae HC-48A1
MoCa_10	Moraxella catarrhalis O35E
MoCa_1	Moraxella catarrhalis 101P30B1
MoCa_9	Moraxella catarrhalis CO72
ViCh_32	Vibrio cholerae HC-40A1
MoCa_8	Moraxella catarrhalis BC8
MoCa_7	Moraxella catarrhalis BC7
MyCan	Mycobacterium canettii CIPT 140010059
AcBa_15	Acinetobacter baumannii 1656-2
ViCh_30	Vibrio cholerae HC-02A1
EsCo_129	Escherichia coli O104:H4 str. C227-11
ViCh_38	Vibrio cholerae HE39
ViCh_39	Vibrio cholerae HE48
LacGa	Lactococcus garvieae ATCC 49156
LacGa_1	Lactococcus garvieae Lg2
ViCh_40	Vibrio cholerae HFU-02
ViCh_35	Vibrio cholerae HC-70A1
GaVa_6	Gardnerella vaginalis 315-A
ViCh_37	Vibrio cholerae HE-09
AnPr_1	Anaerococcus prevotii ACS-065-V-Col13
ViCh_29	Vibrio cholerae BJG-01
StAu_95	Staphylococcus aureus subsp. aureus ST398
ShFl_5	Shigella flexneri 2002017
HaeHa_4	Haemophilus haemolyticus M21127
HaeHa	Haemophilus haemolyticus M21621
HaeHa_1	Haemophilus haemolyticus M21639
HaeHa_2	Haemophilus haemolyticus M19107
LaJo_5	Lactobacillus johnsonii pf01
StrZi	Streptomyces zinciresistens K42
HaeHa_3	Haemophilus haemolyticus M19501
ViFu_1	Vibrio furnissii NCTC 11218
AlSh	Alistipes shahii WAL 8301
SaEn_94	Salmonella enterica subsp. enterica serovar Typhimurium str. D23580
UnDe	uncultured Desulfobacterium sp.
MyAv_5	Mycobacterium avium subsp. paratuberculosis
CoCa	Coprococcus catus GD/7
MySm_1	Mycolicibacterium smegmatis
EsCo_166	Escherichia coli UMNF18
BiAni_7	Bifidobacterium animalis subsp. lactis CNCM I-2494
BuSp_9	Stenotrophomonas maltophilia JV3
StPse	Streptococcus pseudopneumoniae IS7493
SaBo	Salmonella bongori NCTC 12419
StDy_3	Streptococcus dysgalactiae subsp. equisimilis SK1249
StMi_8	Streptococcus mitis bv. 2 str. SK95
RhBa_2	Rhodopirellula baltica WH47
UnPr	uncultured Prochlorococcus marinus clone ASNC612
StMi_7	Streptococcus mitis bv. 2 str. F0392
StAu_93	Staphylococcus aureus subsp. aureus MRSA177
CorSp	Coprococcus sp. ART55/1
ThTh_3	Thermus thermophilus SG0.5JP17-16
StAu_92	Staphylococcus aureus subsp. aureus MRSA131
CanNa	Candidatus Nanosalinarum sp. J07AB56
UnCa	uncultured Candidatus Nitrosocaldus sp.
LiIv_1	Listeria ivanovii subsp. ivanovii PAM 55
BaTh_20	Bacillus thuringiensis serovar finitimus YBT-020
CanNan	Candidatus Nanosalina sp. J07AB43
StSu_9	Streptococcus suis GZ1
ThiMa	Thiocapsa marina 5811
StAu_87	Staphylococcus aureus subsp. aureus ECT-R 2
CoFu	Collimonas fungivorans Ter331
RhMa_1	Rhodothermus marinus SG0.5JP17-172
SaEn_75	Salmonella enterica subsp. enterica serovar Montevideo str. 609460
SaEn_68	Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20
EnFa_39	Enterococcus faecalis TX0012
EsCo_109	Escherichia coli ETEC H10407
EnFa_40	Enterococcus faecalis TX0017
EnFa_41	Enterococcus faecalis TX0027
EnFa_42	Enterococcus faecalis TX0031
EnFa_43	Enterococcus faecalis TX0043
